ARO	Shorten Name	Gene Name	Antibiotics	Resistance Mechanism	AMR gene Family	Description	Species	UC-1-1	UC-1-2	UC-2-1	UC-2-2	RT-1-1	RT-1-2	RT-2-1	RT-2-2	RT-3-1	RT-3-2	RT-4-1	RT-4-2	RT-5-1	RT-5-2	UC-3-1	UC-3-2	UC-4-1	UC-4-2	UC-5-1	UC-5-2	UC-6-1	UC-6-2	UC-7-1	UC-7-2	UC-8-1	UC-8-2	RT-6-1	RT-6-2	RT-7-1	RT-7-2	UC-9-1	UC-9-2	RT-8-1	RT-8-2	UC-10-1	UC-10-2	UC-11-1	UC-11-2	UC-12-1	UC-12-2	UC-13-1	UC-13-2	RT-9-1	RT-9-2	RT-10-1	RT-10-2	RT-11-1	RT-11-2	UC-14-1	UC-14-2	UC-15-1	UC-15-2	UC-16-1	UC-16-2	RT-12-1	RT-12-2	UC-17-1	UC-17-2	UC-18-1	UC-18-2	UC-19-1	UC-19-2	RT-13-1	RT-13-2	UC-20-1	UC-20-2	RT-14-1	RT-14-2	RT-15-1	RT-15-2	RT-16-1	RT-16-2	RT-17-1	RT-17-2	RT-18-1	RT-18-2	UC-21-1	UC-21-2	RT-19-1	RT-19-2	UC-22-1	UC-22-2	RT-20-1	RT-20-2	RT-21-1	RT-21-2	UC-23-1	UC-23-2	RT-22-1	RT-22-2	RT-23-1	RT-23-2	UC-24-1	UC-24-2	RT-24-1	RT-24-2	RT-25-1	RT-25-2	RT-26-1	RT-26-2	RT-27-1	RT-27-2	RT-28-1	RT-28-2	RT-29-1	RT-29-2	UC-25-1	UC-25-2	UC-26-1	UC-26-2	UC-27-1	UC-27-2	UC-28-1	UC-28-2	UC-29-1	UC-29-2	RT-30-1	RT-30-2	RT-31-1	RT-31-2	UC-30-1	UC-30-2	UC-31-1	UC-31-2	UC-32-1	UC-32-2	UC-33-1	UC-33-2	UC-34-1	UC-34-2	RT-32-1	RT-32-2	RT-33-1	RT-33-2	RT-34-1	RT-34-2
3000800	MexC	MexC	penam; aminocoumarin antibiotic; macrolide antibiotic; phenicol antibiotic; cephalosporin; diaminopyrimidine antibiotic; tetracycline antibiotic; aminoglycoside antibiotic; fluoroquinolone antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexC is the membrane fusion protein of the MexCD-OprJ multidrug efflux complex.	Pseudomonas aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000802	OprJ	OprJ	penam; aminocoumarin antibiotic; macrolide antibiotic; phenicol antibiotic; cephalosporin; diaminopyrimidine antibiotic; tetracycline antibiotic; aminoglycoside antibiotic; fluoroquinolone antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprJ is the outer membrane channel component of the MexCD-OprJ multidrug efflux complex.	Pseudomonas aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3002645	APH(3')-IIb	APH(3')-IIb	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-IIb is a chromosomal-encoded aminoglycoside phosphotransferase in P. aeruginosa.	Pseudomonas aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000803	MexE	MexE	diaminopyrimidine antibiotic; fluoroquinolone antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexE is the membrane fusion protein of the MexEF-OprN multidrug efflux complex.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000813	MexS	MexS	diaminopyrimidine antibiotic; fluoroquinolone antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	"MexS is a suppressor of MexT, which is an activator of the multidrug pump MexEF-OprN. Mutations in MexS lead to multidrug resistance."	Pseudomonas aeruginosa PAK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000149	FosA	FosA	fosfomycin	antibiotic inactivation	fosfomycin thiol transferase	"An enzyme that confers resistance to fosfomycin in Serratia marcescens by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule. In Pseudomonas aeruginosa, FosA catalyzes the conjugation of glutathione to carbon-1 of fosfomycin, rendering it ineffective as an antibacterial drug."	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000807	MexH	MexH	tetracycline antibiotic; fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexH is the membrane fusion protein of the efflux complex MexGHI-OpmD.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001847	ACT-27	ACT-27	carbapenem; penam; cephalosporin; cephamycin	antibiotic inactivation	ACT beta-lactamase	ACT-27 is a beta-lactamase. From the Lahey list of ACT beta-lactamases.	Enterobacter cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000801	MexD	MexD	penam; aminocoumarin antibiotic; macrolide antibiotic; phenicol antibiotic; cephalosporin; diaminopyrimidine antibiotic; tetracycline antibiotic; aminoglycoside antibiotic; fluoroquinolone antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexD is the multidrug inner membrane transporter of the MexCD-OprJ complex.	Pseudomonas aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3002985	arnA	arnA	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	arnA modifies lipid A with 4-amino-4-deoxy-L-arabinose (Ara4N) which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. arnA is found in E. coli and P. aeruginosa.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001828	ACT-23	ACT-23	carbapenem; penam; cephalosporin; cephamycin	antibiotic inactivation	ACT beta-lactamase	ACT-23 is a beta-lactamase found in Escherichia coli.	Enterobacter cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	109	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001160	SHV-111	SHV-111	carbapenem; penam; cephalosporin	antibiotic inactivation	SHV beta-lactamase	SHV-111 is a beta-lactamase found in Klebsiella pneumoniae.	Klebsiella pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003033	mexY	mexY	tetracycline antibiotic; macrolide antibiotic; carbapenem; cephalosporin; aminoglycoside antibiotic; disinfecting agents and antiseptics; penam; cephamycin; fluoroquinolone antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexY is the RND-type membrane protein of the efflux complex MexXY-OprM.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001796	OXA-50	OXA-50	penam; carbapenem; cephalosporin	antibiotic inactivation	OXA beta-lactamase	"OXA-50 is a beta-lactamase found in Pseudomonas aeruginosa. It confers decreased susceptibility to ampicillin and ticarcillin and, interestingly, to moxalactam and meropenem in P. aeruginosa but not in E. coli. Also confers resistance to piperacillin-tazobactam and cephalotin."	Pseudomonas aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003679	TriA	TriA	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriA is a membrane protein that is fused to TriB and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003680	TriB	TriB	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriB is a membrane protein that is fused to TriA and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003681	TriC	TriC	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	"TriC is a resistance nodulation cell division (RND) transporter that is a part of TriABC-OpmH, a triclosan-specific efflux protein."	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003682	OpmH	OpmH	disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003699	mexQ	mexQ	macrolide antibiotic; disinfecting agents and antiseptics; carbapenem; diaminopyrimidine antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexQ is the inner membrane transporter of the multidrug efflux pump MexPQ-OpmE.	Pseudomonas aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003693	MexK	MexK	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000818	nalC	nalC	peptide antibiotic; sulfonamide antibiotic; penam; diaminopyrimidine antibiotic; carbapenem; cephalosporin; monobactam; macrolide antibiotic; aminocoumarin antibiotic; tetracycline antibiotic; fluoroquinolone antibiotic; phenicol antibiotic; cephamycin; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	"NalC is a repressor of PA3720-PA3719, which are positive regulators of MexAB-OprM. Thus, nalC mutants confer multidrug resistance."	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003896	Pseudomonas mutant PhoQ	Pseudomonas mutant PhoQ conferring resistance to colistin	macrolide antibiotic; peptide antibiotic	antibiotic efflux; antibiotic target alteration	ATP-binding cassette (ABC) antibiotic efflux pump; pmr phosphoethanolamine transferase	Mutations in Pseudomonas aeruginosa PhoQ of the two-component PhoPQ regulatory system. Presence of mutation confers resistance to colistin.; Mutations in Pseudomonas aeruginosa PhoQ of the two-component PhoPQ regulatory system. Presence of mutation confers resistance to colistin.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003895	Pseudomonas mutant PhoP	Pseudomonas mutant PhoP conferring resistance to colistin	macrolide antibiotic; peptide antibiotic	antibiotic efflux; antibiotic target alteration	ATP-binding cassette (ABC) antibiotic efflux pump; pmr phosphoethanolamine transferase	Mutations in Pseudomonas aeruginosa PhoP of the two-component PhoPQ regulatory system. Presence of mutation confers resistance to colistin.; Mutations in Pseudomonas aeruginosa PhoP of the two-component PhoPQ regulatory system. Presence of mutation confers resistance to colistin.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3004038	Pa emrE	Pseudomonas aeruginosa emrE	aminoglycoside antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	"EmrE is a small multidrug transporter that functions as a homodimer and that couples the efflux of small polyaromatic cations from the cell with the import of protons down an electrochemical gradient. Confers resistance to tetraphenylphosphonium, methyl viologen, gentamicin, kanamycin, and neomycin."	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000819	nalD	nalD	"peptide antibiotic; penam; sulfonamide antibiotic; diaminopyrimidine antibiotic; fluoroquinolone antibiotic; aminocoumarin antibiotic; cephalosporin, monobactam; macrolide antibiotic; tetracycline antibiotic; phenicol antibiotic; carbapenem; penem; cephamycin"	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	NalD is a repressor of MexAB-OprM. Mutations lead to multidrug resistance and MexAB-OprM overexpression.	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3004059	Type A NfxB	Type A NfxB	tetracycline antibiotic; phenicol antibiotic; diaminopyrimidine antibiotic; aminocoumarin antibiotic; macrolide antibiotic; penam; fluoroquinolone antibiotic; cephalosporin	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	"Type A NfxB mutants are four to eight times more resistant to ofloxacin, erythromycin, and new zwitterionic cephems, i.e., cefpirome, cefclidin, cefozopran, and cefoselis, than the parent strain, PAO1. nfxB corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: esrC/nfxB) and 2 loci in Pseudomonas aeruginosa LESB58 (gene name: nfxB)."	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3003583	basS	basS	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	Histidine protein kinase sensor Lipid A modification gene; part of a two-component system involved in polymyxin resistance that senses high extracellular Fe(2+).	Pseudomonas aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3000804	MexF	MexF	diaminopyrimidine antibiotic; fluoroquinolone antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexF is the multidrug inner membrane transporter of the MexEF-OprN complex. mexF corresponds to 2 loci in Pseudomonas aeruginosa PAO1 (gene name: mexF/mexB) and 4 loci in Pseudomonas aeruginosa LESB58 (gene name: mexD/mexB).	Pseudomonas aeruginosa PAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
